"Id";"Designator";"Footprint";"Quantity";"Designation";"Supplier and ref";
11;"J20,J36,J27,J72,J88,J68,J39,J63,J59,J40,J8,J83,J28,J75,J16,J31,J3,J44,J104,J108,J15,J103,J52,J24,J23,J43,J99,J92,J107,J79,J11,J48,J12,J87,J100,J67,J32,J51,J47,J76,J71,J56,J60,J95,J7,J96,J80,J19,J35,J84,J64,J55,J4,J91";"1X02";54;"";;;
12;"U$111,U$332,U$400,U$145,U$11,U$434,U$77,U$179,U$162,U$196,U$417,U$230,U$383,U$349,U$60,U$43,U$94,U$128,U$264,U$298,U$451,U$247,U$315,U$366,U$281,U$213,U$26";"(PWR)";27;"";;;
13;"R112,R167,R175,R7,R140,R63,R111,R118,R98,R62,R182,R126,R28,R13,R55,R69,R105,R48,R188,R21,R147,R97,R41,R91,R119,R104,R76,R133,R125,R77,R153,R174,R161,R34,R139,R49,R84,R6,R14,R154,R20,R70,R181,R83,R27,R90,R189,R160,R56,R42,R35,R132,R146,R168";"FLEX_SENSOR";54;"FLEX_SENSOR-4.5"";;;
14;"U$158,U$175,U$362,U$22,U$396,U$56,U$90,U$430,U$345,U$243,U$447,U$192,U$141,U$413,U$226,U$260,U$7,U$39,U$294,U$209,U$73,U$107,U$379,U$328,U$311,U$277,U$124,U$244,U$346,U$40,U$227,U$193,U$448,U$312,U$414,U$210,U$57,U$176,U$278,U$74,U$108,U$159,U$91,U$329,U$431,U$8,U$380,U$363,U$261,U$295,U$125,U$23,U$142,U$397";"SDA";54;"";;;
15;"U$54,U$37,U$377,U$258,U$428,U$309,U$343,U$173,U$5,U$139,U$224,U$411,U$275,U$156,U$105,U$122,U$445,U$360,U$326,U$394,U$20,U$207,U$292,U$190,U$88,U$241,U$71,U$412,U$21,U$106,U$361,U$140,U$242,U$225,U$89,U$344,U$208,U$378,U$293,U$446,U$429,U$55,U$259,U$157,U$395,U$174,U$123,U$38,U$72,U$310,U$6,U$191,U$327,U$276";"3.3V";54;"";;;
16;"U$154,U$86,U$358,U$171,U$290,U$341,U$409,U$35,U$392,U$443,U$52,U$1,U$120,U$69,U$188,U$256,U$222,U$137,U$273,U$324,U$18,U$239,U$103,U$307,U$205,U$426,U$375,U$155,U$36,U$410,U$376,U$53,U$223,U$19,U$138,U$240,U$393,U$206,U$291,U$325,U$308,U$359,U$172,U$427,U$274,U$189,U$70,U$104,U$444,U$2,U$257,U$342,U$121,U$87";"GND";54;"";;;
17;"D13,D15,D21,D26,D18,D9,D19,D4,D22,D7,D20,D17,D25,D14,D23,D3,D11,D1,D16,D12,D5,D10,D2,D27,D6,D8,D24";"LED-0603";27;"RED";;;
18;"U23,U4,U9,U17,U47,U5,U41,U35,U11,U51,U29,U45,U25,U43,U53,U15,U37,U7,U19,U31,U13,U21,U33,U27,U2,U39,U49";"SO08";27;"LMV358";;;
19;"U$184,U$15,U$116,U$456,U$320,U$269,U$167,U$65,U$252,U$150,U$337,U$235,U$388,U$303,U$286,U$371,U$82,U$133,U$422,U$99,U$405,U$31,U$354,U$218,U$439,U$201,U$48";"I2C-()";27;"";;;
20;"LOGO78,LOGO75,LOGO36,LOGO54,LOGO9,LOGO39,LOGO51,LOGO18,LOGO63,LOGO27,LOGO81,LOGO48,LOGO33,LOGO45,LOGO3,LOGO72,LOGO21,LOGO12,LOGO69,LOGO6,LOGO42,LOGO66,LOGO60,LOGO24,LOGO30,LOGO57,LOGO15";"SFE_LOGO_FLAME_.1";27;"SFE_LOGO_FLAME.1_INCH";;;
21;"E$6,E$5";"FIDUCIAL-1X2";2;"";;;
22;"E$1";"FIDUCIAL-1.5X3";1;"";;;
23;"JP9,JP24,JP51,JP21,JP6,JP81,JP12,JP54,JP78,JP3,JP48,JP27,JP60,JP69,JP39,JP66,JP36,JP42,JP30,JP75,JP18,JP57,JP33,JP63,JP15,JP45,JP72";"SMT-JUMPER_3_0-NO_TRACE_NO-SILK";27;"JUMPER-SMT_3_NO_NO_SILK";;;
24;"U$285,U$353,U$268,U$115,U$13,U$200,U$455,U$438,U$370,U$47,U$302,U$404,U$183,U$217,U$166,U$319,U$421,U$30,U$149,U$132,U$64,U$387,U$251,U$336,U$234,U$81,U$98";"SCL2";27;"";;;
25;"LOGO68,LOGO62,LOGO26,LOGO32,LOGO2,LOGO11,LOGO59,LOGO65,LOGO5,LOGO20,LOGO47,LOGO71,LOGO53,LOGO77,LOGO44,LOGO17,LOGO23,LOGO41,LOGO56,LOGO50,LOGO74,LOGO14,LOGO80,LOGO29,LOGO35,LOGO38,LOGO8";"OSHW-LOGO-S";27;"OSHW-LOGOS";;;
26;"LOGO10,LOGO76,LOGO67,LOGO52,LOGO58,LOGO49,LOGO16,LOGO31,LOGO40,LOGO19,LOGO37,LOGO28,LOGO61,LOGO43,LOGO22,LOGO79,LOGO55,LOGO73,LOGO46,LOGO7,LOGO13,LOGO25,LOGO34,LOGO4,LOGO64,LOGO1,LOGO70";"SFE_LOGO_NAME_FLAME_.1";27;"SFE_LOGO_NAME_FLAME.1_INCH";;;
27;"TP46,TP18,TP4,TP29,TP53,TP8,TP6,TP43,TP42,TP27,TP36,TP7,TP49,TP41,TP21,TP30,TP23,TP50,TP35,TP52,TP28,TP47,TP14,TP19,TP5,TP17,TP20,TP44,TP11,TP48,TP25,TP12,TP9,TP40,TP54,TP22,TP24,TP32,TP45,TP37,TP34,TP26,TP1,TP33,TP39,TP31,TP16,TP51,TP38,TP3,TP15,TP10,TP2,TP13";"PAD.03X.03";54;"TEST-POINT3";;;
28;"U$301,U$148,U$267,U$250,U$352,U$335,U$216,U$63,U$284,U$420,U$131,U$369,U$454,U$182,U$114,U$403,U$97,U$233,U$437,U$318,U$80,U$12,U$386,U$165,U$199,U$29,U$46";"SDA0";27;"";;;
29;"JP74,JP26,JP62,JP17,JP47,JP20,JP50,JP11,JP68,JP14,JP38,JP59,JP56,JP5,JP32,JP41,JP2,JP29,JP8,JP71,JP44,JP80,JP77,JP23,JP65,JP35,JP53";"SMT-JUMPER_3_1-NC_TRACE_NO-SILK";27;"JUMPER-SMT_3_1-NC_TRACE_NO-SILK";;;
30;"U$423,U$66,U$440,U$287,U$117,U$100,U$134,U$270,U$253,U$355,U$219,U$338,U$202,U$389,U$14,U$236,U$185,U$321,U$32,U$304,U$406,U$151,U$83,U$372,U$457,U$49,U$168";"QWIIC_FLEX_GLOVE0";27;"";;;
31;"U$186,U$356,U$390,U$441,U$339,U$407,U$203,U$373,U$118,U$135,U$424,U$254,U$84,U$67,U$305,U$152,U$288,U$101,U$33,U$322,U$50,U$458,U$271,U$220,U$169,U$237,U$16";"FINGER_10";27;"";;;
32;"U$61,U$248,U$112,U$78,U$265,U$435,U$197,U$231,U$129,U$350,U$333,U$146,U$163,U$44,U$316,U$180,U$27,U$214,U$367,U$3,U$401,U$299,U$282,U$95,U$452,U$418,U$384";"3V3-TEXT";27;"";;;
33;"U$272,U$374,U$459,U$340,U$255,U$68,U$238,U$221,U$391,U$408,U$187,U$442,U$170,U$119,U$357,U$323,U$136,U$85,U$204,U$102,U$34,U$289,U$17,U$306,U$153,U$425,U$51";"FINGER_21";27;"";;;
34;"U$62,U$113,U$317,U$453,U$130,U$181,U$198,U$419,U$300,U$28,U$164,U$96,U$45,U$402,U$232,U$368,U$147,U$266,U$249,U$215,U$283,U$385,U$351,U$4,U$436,U$334,U$79";"GND-TEXT-03";27;"";;;
